,text,created_at,user,likes,retweets,links
267,Wanted: Suspect for Sexual Assault in the 6th District [VIDEO] https://t.co/zI9JH0PYqw https://t.co/RqHPxK8gmw,2022-07-06 21:32:18+00:00,PhillyPolice,13,22,https://t.co/zI9JH0PYqwhttps://t.co/RqHPxK8gmw
268,Wanted: Suspect for Sexual Assault in the 6th District https://t.co/zI9JH0PYqw https://t.co/Ian65Yq6XR,2022-07-06 13:42:12+00:00,PhillyPolice,25,30,https://t.co/zI9JH0PYqwhttps://t.co/Ian65Yq6XR
269,Wanted: Suspect for Shooting Incident in the 14th District [VIDEO] https://t.co/WcX8FKvqm6 https://t.co/h9MsLsCZex,2022-07-06 13:19:29+00:00,PhillyPolice,10,15,https://t.co/WcX8FKvqm6https://t.co/h9MsLsCZex
270,"For those looking to reunite with loved ones on the Parkway, please meet at 1901 Vine Street in front of the Free Library of Philadelphia. All others, please avoid the area.",2022-07-05 02:43:40+00:00,PhillyPolice,1626,1110,
271,RT @PhilaOEM: There is a security incident on the Benjamin Franklin Parkway. Please follow public safety instructions and avoid area. Detai…,2022-07-05 02:07:24+00:00,PhillyPolice,0,474,
272,@PPDCommish @July4thPhilly @PhilaOEM 📸 courtesy of the incomparable @joekaczmarek,2022-07-04 17:48:00+00:00,PhillyPolice,9,0,
273,"RT @PPDCommish: Happy 4th of July, Philadelphia! 🎇Planning to come down to the parkway to enjoy all of the @July4thPhilly events? @PhillyPo…",2022-07-04 15:50:52+00:00,PhillyPolice,0,23,
274,"RT @PhilaOEM: Will you be a part of the Welcome America party on the  Parkway? Check out our story map with health, event, and safety info,…",2022-07-04 00:57:54+00:00,PhillyPolice,0,10,
275,Wanted: Suspect for Homicide in the 12th District [VIDEO] https://t.co/emnT0LMbDq https://t.co/82YIxaPfN4,2022-07-02 12:16:10+00:00,PhillyPolice,17,15,https://t.co/emnT0LMbDqhttps://t.co/82YIxaPfN4
276,Wanted: Suspect for Homicide in the 35th District [VIDEO] https://t.co/DofTMDsIde https://t.co/9MoAxdQNWP,2022-07-02 11:59:30+00:00,PhillyPolice,18,16,https://t.co/DofTMDsIdehttps://t.co/9MoAxdQNWP
277,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/tIYIwZJtp3 https://t.co/aazoy3N0Ol,2022-07-01 15:42:48+00:00,PhillyPolice,7,13,https://t.co/tIYIwZJtp3https://t.co/aazoy3N0Ol
278,Wanted: Suspect for Commercial Robbery in the 9th District [VIDEO] https://t.co/DYzB5FI2FV https://t.co/RkURM6OyY3,2022-06-30 17:58:14+00:00,PhillyPolice,14,18,https://t.co/DYzB5FI2FVhttps://t.co/RkURM6OyY3
279,Wanted: Suspect for Homicide in the 22nd District [VIDEO] https://t.co/F2kcQYDyfI https://t.co/pmiKW99cXh,2022-06-30 10:50:50+00:00,PhillyPolice,17,21,https://t.co/F2kcQYDyfIhttps://t.co/pmiKW99cXh
280,Wanted: Suspects for Robbery in the 6th District [VIDEO] https://t.co/iwNy2om0wP https://t.co/kmLLBVALOW,2022-06-29 17:56:40+00:00,PhillyPolice,25,30,https://t.co/iwNy2om0wPhttps://t.co/kmLLBVALOW
281,Wanted: Suspects for Robbery in the 24th District [VIDEO] https://t.co/jngfxxHsRS https://t.co/h9xDYj3wLt,2022-06-29 17:33:26+00:00,PhillyPolice,7,12,https://t.co/jngfxxHsRShttps://t.co/h9xDYj3wLt
282,Wanted: Suspects for Shooting Incident in the 26th District [VIDEO] https://t.co/D7Yerg3a2n https://t.co/sZuTCYWOFQ,2022-06-29 16:50:26+00:00,PhillyPolice,3,8,https://t.co/D7Yerg3a2nhttps://t.co/sZuTCYWOFQ
283,Wanted: Suspect for Shooting Incident in the 39th District [VIDEO] https://t.co/sOhdJo5up6 https://t.co/xCI2wlzWNM,2022-06-29 10:38:48+00:00,PhillyPolice,5,6,https://t.co/sOhdJo5up6https://t.co/xCI2wlzWNM
284,Wanted: Suspects for Robbery in the 22nd District [VIDEO] https://t.co/QURttAuA2r https://t.co/BFsqBQGFqP,2022-06-27 17:28:10+00:00,PhillyPolice,29,24,https://t.co/QURttAuA2rhttps://t.co/BFsqBQGFqP
285,Wanted: Suspect for Robbery in the 9th District [VIDEO] https://t.co/xLVO0aFFwf https://t.co/srwQOliER8,2022-06-27 15:16:13+00:00,PhillyPolice,2,8,https://t.co/xLVO0aFFwfhttps://t.co/srwQOliER8
286,Wanted: Suspect for Commercial Robbery in the 6th District [VIDEO] https://t.co/zZ3E3DRWdl https://t.co/iuJuspli3j,2022-06-27 11:07:26+00:00,PhillyPolice,19,18,https://t.co/zZ3E3DRWdlhttps://t.co/iuJuspli3j
287,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/cyOAMSRe2s https://t.co/BroSlx2n1Z,2022-06-24 10:50:31+00:00,PhillyPolice,5,11,https://t.co/cyOAMSRe2shttps://t.co/BroSlx2n1Z
288,Wanted: Suspect for Commercial Robbery in the 9th District [VIDEO] https://t.co/1k0Y7wLC69 https://t.co/ZadgwF51Q5,2022-06-23 16:24:59+00:00,PhillyPolice,5,11,https://t.co/1k0Y7wLC69https://t.co/ZadgwF51Q5
289,Wanted: Suspect for Shooting Incident in the 39th District [VIDEO] https://t.co/vrzWqxfHJy https://t.co/az9yXVh5SV,2022-06-23 11:24:40+00:00,PhillyPolice,20,24,https://t.co/vrzWqxfHJyhttps://t.co/az9yXVh5SV
290,Wanted: Suspect for Homicide in the 24th District [VIDEO] https://t.co/1lgIOXVaM2 https://t.co/ucUKCeIBjq,2022-06-23 11:07:54+00:00,PhillyPolice,11,15,https://t.co/1lgIOXVaM2https://t.co/ucUKCeIBjq
291,Wanted: Suspect for Shooting Incident in the 24th District [VIDEO] https://t.co/0DhaxdAFEv https://t.co/quIxEuu2Uh,2022-06-23 10:51:34+00:00,PhillyPolice,4,9,https://t.co/0DhaxdAFEvhttps://t.co/quIxEuu2Uh
292,Wanted: Suspect for Commercial Robbery in the 22nd District [VIDEO] https://t.co/uIhCYIj6Hf https://t.co/CBSM31H8ky,2022-06-22 16:28:19+00:00,PhillyPolice,14,16,https://t.co/uIhCYIj6Hfhttps://t.co/CBSM31H8ky
293,Wanted: Suspect for Shooting Incident in the 24th District [VIDEO] https://t.co/LVaJiKD14V https://t.co/yNwkeEjYVR,2022-06-22 10:42:16+00:00,PhillyPolice,10,19,https://t.co/LVaJiKD14Vhttps://t.co/yNwkeEjYVR
294,Wanted: Suspect for Fatal Hit and Run in the 14th District https://t.co/jCTOt3EzvY https://t.co/jTz1L5Ihs2,2022-06-21 13:44:55+00:00,PhillyPolice,16,20,https://t.co/jCTOt3EzvYhttps://t.co/jTz1L5Ihs2
295,Wanted: Suspect for Shooting Incident in the 24th District [VIDEO] https://t.co/UpBd5qe8eP https://t.co/H8xGuQPWKS,2022-06-20 10:52:21+00:00,PhillyPolice,12,17,https://t.co/UpBd5qe8ePhttps://t.co/H8xGuQPWKS
296,RT @PPDCommish: The @PhillyPolice Department is heartbroken as we mourn the loss of our fallen @PhillyFireDept brother. Our prayers remain…,2022-06-18 16:30:05+00:00,PhillyPolice,0,28,
297,RT @PPD02Dist: Join us today 12pm to 3pm! https://t.co/OFxkaWPR1f,2022-06-17 17:00:25+00:00,PhillyPolice,0,5,https://t.co/OFxkaWPR1f
298,Wanted: Suspect for Vandalism in the 6th District [VIDEO] https://t.co/hOxfGh9DbV https://t.co/7SeEsvOKps,2022-06-17 16:36:20+00:00,PhillyPolice,7,9,https://t.co/hOxfGh9DbVhttps://t.co/7SeEsvOKps
299,Wanted: Suspects for Shooting Incident in the 39th District [VIDEO] https://t.co/li28EP8ec2 https://t.co/7N86eYFo9b,2022-06-17 15:35:35+00:00,PhillyPolice,3,8,https://t.co/li28EP8ec2https://t.co/7N86eYFo9b
300,Wanted: Suspect for Commercial Robbery in the 12th District [VIDEO] https://t.co/MFeetoddjf https://t.co/64nAoP6Mun,2022-06-17 14:29:44+00:00,PhillyPolice,17,15,https://t.co/MFeetoddjfhttps://t.co/64nAoP6Mun
301,Wanted: Suspect for Aggravated Assault in the 14th District [VIDEO] https://t.co/Gizrl6zAQC https://t.co/qlzrZs0iFt,2022-06-17 10:53:55+00:00,PhillyPolice,6,12,https://t.co/Gizrl6zAQChttps://t.co/qlzrZs0iFt
302,Wanted: Suspects for Homicide in the 25th District [VIDEO] https://t.co/srPIi0aSWw https://t.co/LmJLDrcseK,2022-06-16 17:51:07+00:00,PhillyPolice,10,7,https://t.co/srPIi0aSWwhttps://t.co/LmJLDrcseK
303,Wanted: Suspect for Commercial Robbery in the 2nd District [VIDEO] https://t.co/yEVGQCTVgc https://t.co/n5kbAbmQ8m,2022-06-16 17:16:33+00:00,PhillyPolice,6,8,https://t.co/yEVGQCTVgchttps://t.co/n5kbAbmQ8m
304,Wanted: Suspect for Vandalism in the 22nd District [VIDEO] https://t.co/mNNbxElmTM https://t.co/8Zvqrkg3kz,2022-06-16 15:17:14+00:00,PhillyPolice,5,10,https://t.co/mNNbxElmTMhttps://t.co/8Zvqrkg3kz
305,Wanted: Suspect for Shooting Incident in the 24th District [VIDEO] https://t.co/qfcJaAKBC9 https://t.co/xZTRv4dVJM,2022-06-16 10:30:14+00:00,PhillyPolice,11,18,https://t.co/qfcJaAKBC9https://t.co/xZTRv4dVJM
306,Wanted: Suspect for Theft of Firearm from Vehicle in the 26th District [VIDEO] https://t.co/cYgj2uZhpu https://t.co/hMCh5R2hfv,2022-06-15 10:32:34+00:00,PhillyPolice,7,12,https://t.co/cYgj2uZhpuhttps://t.co/hMCh5R2hfv
307,Wanted: Suspect for Residential Burglary in the 6th District [VIDEO] https://t.co/1mvUH40nix https://t.co/Zq6OV4CEu3,2022-06-14 17:17:48+00:00,PhillyPolice,5,10,https://t.co/1mvUH40nixhttps://t.co/Zq6OV4CEu3
308,"RT @PPDCommish: What an amazing time last night at the 75th Anniversary @PhillyPAL Awards Gala! Congrats to our wonderful awardees, and a h…",2022-06-14 17:00:47+00:00,PhillyPolice,0,5,
309,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/RfbIdj3Y8x https://t.co/43DQMOenyS,2022-06-14 14:52:36+00:00,PhillyPolice,13,12,https://t.co/RfbIdj3Y8xhttps://t.co/43DQMOenyS
310,Wanted: Suspects for Robbery in the 6th District [VIDEO] https://t.co/7kGX7UlDHv https://t.co/vXdKL7tJuR,2022-06-13 15:27:31+00:00,PhillyPolice,30,22,https://t.co/7kGX7UlDHvhttps://t.co/vXdKL7tJuR
311,RT @PPDMikeGarvey: Today was a good day. @PhillyPolice Science Explorers Post 425 visited the Mutter Museum to learn about the history of A…,2022-06-12 17:22:08+00:00,PhillyPolice,0,9,
312,Wanted: Suspect for Homicide in the 24th District [VIDEO] https://t.co/vFTRnh7T8O https://t.co/VbEhPjmiwQ,2022-06-10 18:14:57+00:00,PhillyPolice,26,19,https://t.co/vFTRnh7T8Ohttps://t.co/VbEhPjmiwQ
313,Wanted: Suspect for Commercial Robbery in the 9th District [VIDEO] https://t.co/Euya6mikdh https://t.co/nLNoBMUbAw,2022-06-10 16:01:45+00:00,PhillyPolice,6,12,https://t.co/Euya6mikdhhttps://t.co/nLNoBMUbAw
314,Wanted: Suspects for Robbery/Carjacking in the 22nd District [VIDEO] https://t.co/7cMyw4PEMO https://t.co/9AUCO4S6dr,2022-06-10 15:08:37+00:00,PhillyPolice,29,27,https://t.co/7cMyw4PEMOhttps://t.co/9AUCO4S6dr
315,Wanted: Suspect for Commercial Robbery in the 35th District https://t.co/w5GKvCtuu8 https://t.co/t0TJOZ5myn,2022-06-10 12:01:52+00:00,PhillyPolice,12,14,https://t.co/w5GKvCtuu8https://t.co/t0TJOZ5myn
316,"RT @PPDCommish: Today, we were grateful to announce that the two additional suspects wanted in connection to the mass casualty shooting on…",2022-06-09 21:41:45+00:00,PhillyPolice,0,21,
317,"…gathered from the listening session will lead to actionable solutions that better connect PPD w/ our community. 30x30 is about accountability, equity, &amp; transparency. PPD is ahead of the national average and in a position to meet the 30% goal by 2030. https://t.co/w7TRE9K9yL",2022-06-09 21:38:48+00:00,PhillyPolice,3,1,https://t.co/w7TRE9K9yL
318,@30x30initiative is about #AdvancingWomenInPolicing while shifting the narrative &amp; acknowledging the need to utilize different skills to get the job done. 30x30 centers women’s voices and stories to uplift &amp; highlight their impact on this noble profession of policing. The info…,2022-06-09 21:38:48+00:00,PhillyPolice,2,1,
319,Wanted: Suspect for Homicide in the 35th District [VIDEO] https://t.co/cWIozPeN43 https://t.co/bMb0PbYmT4,2022-06-09 16:28:25+00:00,PhillyPolice,21,20,https://t.co/cWIozPeN43https://t.co/bMb0PbYmT4
320,Wanted: Suspects for Theft of Motorcycle in the 3rd District [VIDEO] https://t.co/1twB5RFO8q https://t.co/Au7LbBLmoh,2022-06-09 11:00:38+00:00,PhillyPolice,12,7,https://t.co/1twB5RFO8qhttps://t.co/Au7LbBLmoh
321,Wanted: Suspect for Shooting Incident in the 25th District [VIDEO] https://t.co/czXDhraEhz https://t.co/zJzsI7DYvS,2022-06-09 10:31:55+00:00,PhillyPolice,23,25,https://t.co/czXDhraEhzhttps://t.co/zJzsI7DYvS
322,Wanted: Suspects for Homicide in the 3rd District [UPDATED &amp; NEW VIDEO] https://t.co/vZ2aVuOmBo https://t.co/B18EtHKRJs,2022-06-09 01:52:52+00:00,PhillyPolice,20,25,https://t.co/vZ2aVuOmBohttps://t.co/B18EtHKRJs
323,Wanted: Suspect for Homicide in the 3rd District [VIDEO] https://t.co/vZ2aVuOmBo https://t.co/G9mYFMKnHg,2022-06-07 21:59:33+00:00,PhillyPolice,50,50,https://t.co/vZ2aVuOmBohttps://t.co/G9mYFMKnHg
324,RT @PPDJasReilly: Se busca a la persona en la foto en relación con el incidente de tiroteo que ocurrió el 4/6/22. Debería ser considerado a…,2022-06-07 21:24:17+00:00,PhillyPolice,0,13,
325,"**WANTED** The individual pictured is wanted in connection w/ the mass casualty shooting incident that occurred on 6/4/22. He should be considered armed and dangerous. Please call 215-686-TIPS, or 911 with info. 20k reward + 10k reward from @ATFPhiladelphia for arrest  conviction https://t.co/YkIzlM0m9E",2022-06-07 21:10:42+00:00,PhillyPolice,446,347,https://t.co/YkIzlM0m9E
326,Wanted: Suspects for Robbery/Carjacking in the 5th District [VIDEO] https://t.co/qr72AQYg50 https://t.co/t6zXMu7b02,2022-06-06 13:35:11+00:00,PhillyPolice,20,27,https://t.co/qr72AQYg50https://t.co/t6zXMu7b02
327,"RT @PhiladelphiaGov: ⚠️ By order of the Mayor: From 8 p.m. tonight until 6 a.m. tomorrow, to avoid congregation, and due to patterns of rec…",2022-06-05 23:23:51+00:00,PhillyPolice,0,387,
328,"PPD Press Conference providing an update to yesterday's mass casualty shooting which took place on South Street at approximately 11:31 PM. 

https://t.co/ZnK0RJOU2z",2022-06-05 21:16:08+00:00,PhillyPolice,15,18,https://t.co/ZnK0RJOU2z
329,*Alert* Emergency personnel are responding to a shooting incident in the area of 3rd and South Streets. Several people have been injured. Please avoid the area.,2022-06-05 04:58:49+00:00,PhillyPolice,280,126,
330,"RT @Eagles: To help create a safer city, @PhillyPolice is holding a gun buyback event at @LFFStadium on June 6 from 2-6 PM.

Each person wh…",2022-06-03 20:18:04+00:00,PhillyPolice,0,224,
331,Wanted: Suspects for Commercial Robbery in the 22nd District [VIDEO] https://t.co/8r5xSAWIAP https://t.co/OiJQH7U5xh,2022-06-03 15:24:12+00:00,PhillyPolice,9,10,https://t.co/8r5xSAWIAPhttps://t.co/OiJQH7U5xh
332,@newskag He. Is. Spartacus. 🕶️,2022-06-02 19:40:43+00:00,PhillyPolice,3,0,
333,Wanted: Suspects for Robbery in the 3rd District [VIDEO] https://t.co/3BDbJRJ4ih https://t.co/cx6qRJqIpU,2022-06-01 16:31:44+00:00,PhillyPolice,5,11,https://t.co/3BDbJRJ4ihhttps://t.co/cx6qRJqIpU
334,Wanted: Suspect for Shooting Incident in the 3rd District [VIDEO] https://t.co/NGwEBeIQnv https://t.co/x5JOHc2Ydb,2022-06-01 16:13:44+00:00,PhillyPolice,12,18,https://t.co/NGwEBeIQnvhttps://t.co/x5JOHc2Ydb
335,Wanted: Suspect for Catalytic Converter Theft in the 18th District [VIDEO] https://t.co/0tJGlp4lam https://t.co/uwWD8o2I57,2022-06-01 11:04:24+00:00,PhillyPolice,18,21,https://t.co/0tJGlp4lamhttps://t.co/uwWD8o2I57
336,Wanted: Suspects for Robbery in the 24th District [VIDEO] https://t.co/oWFbuJ3aAl https://t.co/9eDLO1QMPx,2022-05-31 14:12:42+00:00,PhillyPolice,21,24,https://t.co/oWFbuJ3aAlhttps://t.co/9eDLO1QMPx
337,"RT @PPDCommish: On Memorial Day, we honor and remember our brave service members who made the ultimate sacrifice to protect our freedoms. T…",2022-05-30 14:52:40+00:00,PhillyPolice,0,13,
338,Wanted: Suspect for Commercial Burglary in the 26th District [VIDEO] https://t.co/MdfVsOnvRh https://t.co/4Ro26IZTOs,2022-05-27 11:03:57+00:00,PhillyPolice,1,4,https://t.co/MdfVsOnvRhhttps://t.co/4Ro26IZTOs
339,Wanted: Suspect for Shooting Incident in the 18th District [VIDEO] https://t.co/l8SQRAz0yA https://t.co/K3jARlIRKI,2022-05-27 10:45:15+00:00,PhillyPolice,10,11,https://t.co/l8SQRAz0yAhttps://t.co/K3jARlIRKI
340,Wanted: Suspect for Aggravated Assault in the 3rd District [VIDEO] https://t.co/VuBkEb4yC5 https://t.co/QwLfaRSFAM,2022-05-26 17:02:24+00:00,PhillyPolice,17,21,https://t.co/VuBkEb4yC5https://t.co/QwLfaRSFAM
341,Wanted: Suspect for Commercial Burglary in the 24th District [VIDEO] https://t.co/RQMIS3E9eG https://t.co/CdzGAp1lZv,2022-05-25 15:38:08+00:00,PhillyPolice,1,5,https://t.co/RQMIS3E9eGhttps://t.co/CdzGAp1lZv
342,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/QkQcaBM2O5 https://t.co/BwncHD1DOl,2022-05-25 15:01:28+00:00,PhillyPolice,3,9,https://t.co/QkQcaBM2O5https://t.co/BwncHD1DOl
343,"The PPD extends its deepest condolences to the victims, families, students, staff, and all those affected by the senseless mass casualty shooting that occurred at Robb Elementary in #Uvalde, Texas. https://t.co/TRsdwNCbY6",2022-05-25 02:22:17+00:00,PhillyPolice,88,13,https://t.co/TRsdwNCbY6
344,Wanted: Suspect for Commercial Robbery in the 9th District [VIDEO] https://t.co/W4ZGo3CYol https://t.co/qosndTjXTZ,2022-05-23 15:43:24+00:00,PhillyPolice,22,18,https://t.co/W4ZGo3CYolhttps://t.co/qosndTjXTZ
345,Wanted: Suspects for Robbery in the 22nd District [VIDEO] https://t.co/Oisro2AJig https://t.co/rvmPi7qlOe,2022-05-20 16:51:07+00:00,PhillyPolice,11,14,https://t.co/Oisro2AJighttps://t.co/rvmPi7qlOe
346,Wanted: Suspect for Theft in the 6th District [VIDEO] https://t.co/atn4WwJzzi https://t.co/DT0GPchsiy,2022-05-20 16:35:56+00:00,PhillyPolice,8,11,https://t.co/atn4WwJzzihttps://t.co/DT0GPchsiy
347,Wanted: Suspects for Robbery Pattern in the 6th and 18th Districts [VIDEO] https://t.co/3pnnAVfb0W https://t.co/a1UJQ2NIbT,2022-05-20 10:56:33+00:00,PhillyPolice,11,13,https://t.co/3pnnAVfb0Whttps://t.co/a1UJQ2NIbT
348,Wanted: Suspect for Commercial Burglary in the 6th District [VIDEO] https://t.co/qmIgO2TeLy https://t.co/duoinl5JFB,2022-05-19 17:16:19+00:00,PhillyPolice,6,14,https://t.co/qmIgO2TeLyhttps://t.co/duoinl5JFB
349,Wanted: Suspect for Robbery in the 18th District [VIDEO] https://t.co/3YQefmACnx https://t.co/vo2wB3zEOi,2022-05-19 13:16:29+00:00,PhillyPolice,12,12,https://t.co/3YQefmACnxhttps://t.co/vo2wB3zEOi
350,Wanted: Suspects for Shooting Incident in the 16th District [VIDEO] https://t.co/GcYvve5Qum https://t.co/4AAwSitZ29,2022-05-19 12:38:27+00:00,PhillyPolice,6,16,https://t.co/GcYvve5Qumhttps://t.co/4AAwSitZ29
351,Wanted: Suspects for Commercial Robbery in the 2nd District [VIDEO] https://t.co/JA2T47mfOk https://t.co/NvQCu2MEYk,2022-05-19 10:56:40+00:00,PhillyPolice,8,11,https://t.co/JA2T47mfOkhttps://t.co/NvQCu2MEYk
352,Wanted: Suspect for Auto vs Pedestrian in the 25th District [VIDEO] https://t.co/MBUoNj5iLZ https://t.co/aTgnvzCaI8,2022-05-18 17:39:05+00:00,PhillyPolice,4,6,https://t.co/MBUoNj5iLZhttps://t.co/aTgnvzCaI8
353,Wanted: Suspects for Robbery in the 25th District [VIDEO] https://t.co/Do5s4qrk7K https://t.co/mDsMb3zdlm,2022-05-18 17:23:23+00:00,PhillyPolice,17,17,https://t.co/Do5s4qrk7Khttps://t.co/mDsMb3zdlm
354,Wanted: Suspect for Robbery/Carjacking in the 35th District [VIDEO] https://t.co/EURNtSS3Xh https://t.co/pQguFMvjXP,2022-05-18 11:11:40+00:00,PhillyPolice,8,10,https://t.co/EURNtSS3Xhhttps://t.co/pQguFMvjXP
355,Wanted: Suspect for Commercial Robbery in the 9th District [VIDEO] https://t.co/hEEXCt7CIx https://t.co/XHvH7EDcXR,2022-05-17 15:48:53+00:00,PhillyPolice,9,12,https://t.co/hEEXCt7CIxhttps://t.co/XHvH7EDcXR
356,Wanted: Suspect for Residential Burglary in the 6th District [VIDEO] https://t.co/sjj5XB4td8 https://t.co/Z6jltnXJDV,2022-05-16 15:55:12+00:00,PhillyPolice,16,15,https://t.co/sjj5XB4td8https://t.co/Z6jltnXJDV
357,Wanted: Suspect for Shooting Incident in the 25th District [VIDEO] https://t.co/qM4yf5FAb0 https://t.co/K4eWFuTstc,2022-05-16 14:29:59+00:00,PhillyPolice,27,18,https://t.co/qM4yf5FAb0https://t.co/K4eWFuTstc
358,Wanted: Suspect for Homicide in the 35th District [VIDEO] https://t.co/Y382ZNer8x https://t.co/813MAx78Dp,2022-05-13 10:34:11+00:00,PhillyPolice,3,9,https://t.co/Y382ZNer8xhttps://t.co/813MAx78Dp
359,Wanted: Suspects for Residential Burglary in the 3rd District [VIDEO] https://t.co/atigp6OICm https://t.co/7XoUREQaoZ,2022-05-12 17:23:07+00:00,PhillyPolice,7,13,https://t.co/atigp6OICmhttps://t.co/7XoUREQaoZ
360,Wanted: Suspects for Attempted Carjacking in the 24th District [VIDEO] https://t.co/ocNw9HQog2 https://t.co/sYO4sumEKA,2022-05-12 16:59:46+00:00,PhillyPolice,6,11,https://t.co/ocNw9HQog2https://t.co/sYO4sumEKA
361,"RT @PPDCommish: National #PoliceWeek continues in Philly. Yesterday, we greeted hundreds of riders from the #PoliceUnityTour as they passed…",2022-05-12 14:41:20+00:00,PhillyPolice,0,23,
362,Wanted: Suspects for Homicide in the 14th District [VIDEO] https://t.co/jFeHLdDzUq https://t.co/F5iCZRevCG,2022-05-12 10:38:45+00:00,PhillyPolice,49,32,https://t.co/jFeHLdDzUqhttps://t.co/F5iCZRevCG
363,Wanted: Suspect for Theft in the 6th District [VIDEO] https://t.co/XKvAILNLUc https://t.co/v1NXgkfnXi,2022-05-11 15:28:07+00:00,PhillyPolice,4,6,https://t.co/XKvAILNLUchttps://t.co/v1NXgkfnXi
364,Wanted: Suspect for Commercial Burglary in the 9th District [VIDEO] https://t.co/8sO3L0FOm1 https://t.co/B9LRSdcAn2,2022-05-10 17:52:32+00:00,PhillyPolice,6,9,https://t.co/8sO3L0FOm1https://t.co/B9LRSdcAn2
365,Wanted: Suspect for Sexual Assault Pattern in the 26th District [VIDEO] https://t.co/9JFhrb2JAx https://t.co/hDWyOQdHUh,2022-05-10 11:39:11+00:00,PhillyPolice,13,15,https://t.co/9JFhrb2JAxhttps://t.co/hDWyOQdHUh
366,Wanted: Suspects for Multiple Commercial Burglaries in the 3rd District [VIDEO] https://t.co/TdMWn7fCs2 https://t.co/YmdPAElOrL,2022-05-10 10:36:36+00:00,PhillyPolice,6,6,https://t.co/TdMWn7fCs2https://t.co/YmdPAElOrL
367,"RT @PPDCommish: Last week, we honored our local fallen at the #LivingFlame ceremony. This week is National #PoliceWeek, and I'm honored to…",2022-05-09 18:02:27+00:00,PhillyPolice,0,7,
368,Wanted: Suspects for Residential Burglary in the 22nd District [VIDEO] https://t.co/1Md7WuvXde https://t.co/liAciAIzuU,2022-05-09 17:45:43+00:00,PhillyPolice,5,7,https://t.co/1Md7WuvXdehttps://t.co/liAciAIzuU
369,Wanted: Suspect for Commercial Robbery in the 26th District [VIDEO] https://t.co/SO84t4Nnht https://t.co/9DyJH0v35s,2022-05-09 16:42:28+00:00,PhillyPolice,4,5,https://t.co/SO84t4Nnhthttps://t.co/9DyJH0v35s
370,"It's National #PoliceWeek where we honor LE officers who made the ultimate sacrifice. Every year, the names of LE killed in the line of duty are engraved on the walls of the National LE Officers Memorial in DC. Last week's Living Flame ceremony honored our local fallen. https://t.co/LN2XNb0t5y",2022-05-09 16:24:43+00:00,PhillyPolice,45,15,https://t.co/LN2XNb0t5y
371,Wanted: Suspects for Robbery in the 22nd District [VIDEO] https://t.co/CxtHZc0OZc https://t.co/QSt49mLjVz,2022-05-09 16:00:36+00:00,PhillyPolice,4,10,https://t.co/CxtHZc0OZchttps://t.co/QSt49mLjVz
372,Wanted: Suspect for Shooting Incident in the 24th District [VIDEO] https://t.co/wpAVmahlWY https://t.co/MTwl4h5U7y,2022-05-06 17:34:24+00:00,PhillyPolice,31,19,https://t.co/wpAVmahlWYhttps://t.co/MTwl4h5U7y
373,Wanted: Suspect for Shooting Incident in the 6th District [VIDEO] https://t.co/Urhjgmt3fk https://t.co/FEwN1hS29p,2022-05-06 16:43:44+00:00,PhillyPolice,14,11,https://t.co/Urhjgmt3fkhttps://t.co/FEwN1hS29p
374,Wanted: Suspects for Aggravated Assault in the 9th District [VIDEO] https://t.co/0zAuPfjNkl https://t.co/EFoVJh3Fb7,2022-05-06 15:30:50+00:00,PhillyPolice,8,17,https://t.co/0zAuPfjNklhttps://t.co/EFoVJh3Fb7
375,Wanted: Suspect for Commercial Burglary in the 9th District [VIDEO] https://t.co/zm5sqpAout https://t.co/H3UvYYM2cy,2022-05-05 17:31:20+00:00,PhillyPolice,3,9,https://t.co/zm5sqpAouthttps://t.co/H3UvYYM2cy
376,"RT @PPDCommish: Today, we gathered at Franklin Square Park for the @PhillyPolice &amp; @PhillyFireDept Living Flame Ceremony to honor our falle…",2022-05-04 19:11:06+00:00,PhillyPolice,0,23,
377,Wanted: Suspect for Commercial Robbery in the 8th District [VIDEO] https://t.co/HAkhtUwQqs https://t.co/iNhFYX4IH2,2022-05-04 10:36:45+00:00,PhillyPolice,21,18,https://t.co/HAkhtUwQqshttps://t.co/iNhFYX4IH2
378,Wanted: Suspects for Robbery in the 6th District [VIDEO] https://t.co/89KtGcW5zc https://t.co/EBUKxCJenk,2022-05-02 16:26:53+00:00,PhillyPolice,7,9,https://t.co/89KtGcW5zchttps://t.co/EBUKxCJenk
379,Wanted: Suspect for Identity Theft in the 39th District [VIDEO] https://t.co/CRitF0Xwx5 https://t.co/Jkv2EaAvfD,2022-04-29 14:12:11+00:00,PhillyPolice,9,11,https://t.co/CRitF0Xwx5https://t.co/Jkv2EaAvfD
380,RT @VictimsPa: (PCVA) Annual Candle Light Ceremony to honor those impacted by violence in the city of Philadelphia. The ceremony will be he…,2022-04-28 18:39:48+00:00,PhillyPolice,0,10,
381,Wanted: Suspect for Homicide in the 39th District [VIDEO] https://t.co/ExoWncE3oq https://t.co/rKppAY6sxw,2022-04-28 10:43:22+00:00,PhillyPolice,4,9,https://t.co/ExoWncE3oqhttps://t.co/rKppAY6sxw
